dteday,yr,mnth,hr,holiday,weekday,weathersit,temp,hum,windspeed,cnt,cnt_log1p
2011-10-31,0,10,3,0,1,1,0.24,0.87,0.1045,3,1.3862943611198906
2011-10-31,0,10,4,0,1,1,0.24,0.87,0.0,6,1.9459101490553132
2011-10-31,0,10,5,0,1,1,0.22,0.93,0.0,18,2.9444389791664403
2011-10-31,0,10,6,0,1,1,0.24,0.87,0.0,86,4.465908118654584
2011-10-31,0,10,7,0,1,1,0.24,0.93,0.0,227,5.429345628954441
2011-10-31,0,10,8,0,1,2,0.28,0.87,0.0,372,5.921578419643816
2011-10-31,0,10,9,0,1,2,0.32,0.76,0.1642,211,5.356586274672012
2011-10-31,0,10,10,0,1,2,0.36,0.57,0.1642,105,4.663439094112067
2011-10-31,0,10,11,0,1,1,0.4,0.5,0.1343,128,4.859812404361672
2011-10-31,0,10,12,0,1,1,0.42,0.44,0.2239,170,5.14166355650266
2011-10-31,0,10,13,0,1,2,0.44,0.44,0.2239,152,5.030437921392435
2011-10-31,0,10,14,0,1,2,0.44,0.47,0.2239,141,4.955827057601261
2011-10-31,0,10,15,0,1,1,0.44,0.47,0.1642,168,5.1298987149230735
2011-10-31,0,10,16,0,1,1,0.42,0.54,0.1642,272,5.60947179518496
2011-10-31,0,10,17,0,1,1,0.42,0.54,0.1343,486,6.18826412308259
2011-10-31,0,10,18,0,1,1,0.4,0.66,0.0896,422,6.0473721790462776
2011-10-31,0,10,19,0,1,1,0.4,0.66,0.0896,238,5.476463551931511
2011-10-31,0,10,20,0,1,1,0.4,0.66,0.0896,172,5.153291594497779
2011-10-31,0,10,21,0,1,2,0.36,0.76,0.194,116,4.762173934797756
2011-10-31,0,10,22,0,1,2,0.36,0.76,0.194,85,4.454347296253507
2011-10-31,0,10,23,0,1,2,0.36,0.76,0.194,52,3.970291913552122
2011-11-01,0,11,0,0,2,2,0.36,0.87,0.1642,21,3.091042453358316
2011-11-01,0,11,1,0,2,1,0.36,0.81,0.1343,11,2.4849066497880004
2011-11-01,0,11,2,0,2,2,0.36,0.81,0.1642,4,1.6094379124341003
2011-11-01,0,11,3,0,2,2,0.36,0.81,0.1343,6,1.9459101490553132
2011-11-01,0,11,4,0,2,1,0.34,0.81,0.2239,8,2.1972245773362196
2011-11-01,0,11,5,0,2,1,0.32,0.81,0.194,18,2.9444389791664403
2011-11-01,0,11,6,0,2,1,0.32,0.81,0.194,93,4.543294782270004
2011-11-01,0,11,7,0,2,1,0.34,0.76,0.194,254,5.541263545158426
2011-11-01,0,11,8,0,2,1,0.36,0.71,0.2537,419,6.040254711277414
2011-11-01,0,11,9,0,2,1,0.4,0.66,0.1642,222,5.407171771460119
2011-11-01,0,11,10,0,2,1,0.44,0.62,0.1343,135,4.912654885736052
2011-11-01,0,11,11,0,2,1,0.46,0.63,0.1045,117,4.770684624465665
2011-11-01,0,11,12,0,2,1,0.5,0.48,0.0896,176,5.176149732573829
2011-11-01,0,11,13,0,2,1,0.48,0.55,0.194,167,5.123963979403259
2011-11-01,0,11,14,0,2,1,0.5,0.48,0.2537,150,5.017279836814924
2011-11-01,0,11,15,0,2,1,0.5,0.45,0.1343,186,5.231108616854587
2011-11-01,0,11,16,0,2,1,0.48,0.44,0.1642,298,5.700443573390687
2011-11-01,0,11,17,0,2,1,0.44,0.54,0.1642,506,6.2285110035911835
2011-11-01,0,11,18,0,2,1,0.42,0.58,0.1045,460,6.133398042996649
2011-11-01,0,11,19,0,2,1,0.42,0.58,0.0896,313,5.749392985908253
2011-11-01,0,11,20,0,2,1,0.4,0.71,0.0,209,5.3471075307174685
2011-11-01,0,11,21,0,2,1,0.36,0.81,0.0,127,4.852030263919617
2011-11-01,0,11,22,0,2,1,0.36,0.81,0.0,96,4.574710978503383
2011-11-01,0,11,23,0,2,1,0.34,0.87,0.0,72,4.290459441148391
2011-11-02,0,11,0,0,3,1,0.32,0.87,0.0,19,2.995732273553991
2011-11-02,0,11,1,0,3,1,0.3,0.87,0.0,10,2.3978952727983707
2011-11-02,0,11,2,0,3,1,0.3,0.87,0.0,2,1.0986122886681098
2011-11-02,0,11,3,0,3,1,0.3,0.75,0.0,2,1.0986122886681098
2011-11-02,0,11,4,0,3,1,0.3,0.87,0.0,4,1.6094379124341003
2011-11-02,0,11,5,0,3,1,0.3,0.81,0.0,27,3.332204510175204
2011-11-02,0,11,6,0,3,1,0.3,0.81,0.0,92,4.532599493153256
2011-11-02,0,11,7,0,3,1,0.3,0.81,0.0,251,5.529429087511423
2011-11-02,0,11,8,0,3,1,0.32,0.87,0.0,472,6.159095388491933
2011-11-02,0,11,9,0,3,1,0.34,0.87,0.0,228,5.43372200355424
2011-11-02,0,11,10,0,3,1,0.4,0.71,0.0896,133,4.897839799950911
2011-11-02,0,11,11,0,3,1,0.42,0.71,0.1343,144,4.976733742420574
2011-11-02,0,11,12,0,3,1,0.46,0.55,0.1642,189,5.247024072160486
2011-11-02,0,11,13,0,3,1,0.48,0.48,0.1642,161,5.087596335232384
2011-11-02,0,11,14,0,3,1,0.5,0.45,0.1642,172,5.153291594497779
2011-11-02,0,11,15,0,3,1,0.48,0.51,0.1642,187,5.236441962829949
2011-11-02,0,11,16,0,3,1,0.48,0.51,0.1045,266,5.58724865840025
2011-11-02,0,11,17,0,3,1,0.44,0.62,0.194,553,6.317164686747284
2011-11-02,0,11,18,0,3,1,0.42,0.71,0.1642,479,6.173786103901937
2011-11-02,0,11,19,0,3,1,0.4,0.76,0.1343,282,5.645446897643238
2011-11-02,0,11,20,0,3,1,0.4,0.66,0.1343,182,5.209486152841421
2011-11-02,0,11,21,0,3,1,0.38,0.71,0.1343,168,5.1298987149230735
2011-11-02,0,11,22,0,3,1,0.36,0.71,0.1343,106,4.672828834461906
2011-11-02,0,11,23,0,3,1,0.36,0.76,0.0896,57,4.060443010546419
2011-11-04,0,11,0,0,5,2,0.4,0.82,0.0,43,3.784189633918261
2011-11-04,0,11,1,0,5,2,0.4,0.82,0.0,17,2.8903717578961645
2011-11-04,0,11,2,0,5,2,0.4,0.76,0.0,10,2.3978952727983707
2011-11-04,0,11,3,0,5,2,0.38,0.87,0.1642,8,2.1972245773362196
2011-11-04,0,11,4,0,5,2,0.38,0.87,0.0896,7,2.0794415416798357
2011-11-04,0,11,5,0,5,2,0.38,0.87,0.0,23,3.1780538303479458
2011-11-04,0,11,6,0,5,2,0.38,0.87,0.0896,66,4.204692619390966
2011-11-04,0,11,7,0,5,2,0.4,0.86,0.2239,245,5.5053315359323625
2011-11-04,0,11,8,0,5,2,0.4,0.87,0.3582,395,5.981414211254481
2011-11-04,0,11,9,0,5,2,0.42,0.71,0.4627,254,5.541263545158426
2011-11-04,0,11,10,0,5,2,0.42,0.71,0.3284,134,4.90527477843843
2011-11-04,0,11,11,0,5,2,0.44,0.67,0.4478,162,5.093750200806762
2011-11-04,0,11,12,0,5,2,0.48,0.55,0.4925,197,5.288267030694535
2011-11-04,0,11,13,0,5,1,0.44,0.51,0.4179,194,5.272999558563747
2011-11-04,0,11,14,0,5,1,0.44,0.47,0.2985,201,5.308267697401205
2011-11-04,0,11,15,0,5,1,0.46,0.44,0.3881,237,5.472270673671475
2011-11-04,0,11,16,0,5,1,0.46,0.36,0.3881,290,5.673323267171493
2011-11-04,0,11,17,0,5,1,0.42,0.38,0.3582,480,6.175867270105761
2011-11-04,0,11,18,0,5,1,0.42,0.32,0.4627,374,5.926926025970411
2011-11-04,0,11,19,0,5,1,0.4,0.37,0.3582,196,5.2832037287379885
2011-11-04,0,11,20,0,5,1,0.36,0.43,0.2836,186,5.231108616854587
2011-11-04,0,11,21,0,5,1,0.34,0.46,0.2537,123,4.820281565605037
2011-11-04,0,11,22,0,5,1,0.34,0.46,0.3284,115,4.7535901911063645
2011-11-04,0,11,23,0,5,1,0.32,0.49,0.3284,89,4.499809670330265
2011-11-05,0,11,0,0,6,1,0.32,0.45,0.3582,52,3.970291913552122
2011-11-05,0,11,1,0,6,1,0.32,0.45,0.2985,62,4.143134726391533
2011-11-05,0,11,2,0,6,1,0.3,0.52,0.3284,31,3.4657359027997265
2011-11-05,0,11,3,0,6,1,0.3,0.52,0.2985,8,2.1972245773362196
2011-11-05,0,11,4,0,6,1,0.28,0.56,0.3284,8,2.1972245773362196
2011-11-05,0,11,5,0,6,1,0.26,0.6,0.3284,2,1.0986122886681098
2011-11-05,0,11,6,0,6,1,0.26,0.6,0.2537,23,3.1780538303479458
2011-11-05,0,11,7,0,6,1,0.26,0.6,0.2836,34,3.5553480614894135
2011-11-05,0,11,8,0,6,1,0.28,0.56,0.3284,84,4.442651256490317
2011-11-05,0,11,9,0,6,1,0.3,0.56,0.2985,141,4.955827057601261
2011-11-05,0,11,10,0,6,1,0.32,0.53,0.2537,227,5.429345628954441
2011-11-05,0,11,11,0,6,1,0.36,0.46,0.1045,238,5.476463551931511
2011-11-05,0,11,12,0,6,1,0.36,0.46,0.1642,372,5.921578419643816
2011-11-05,0,11,13,0,6,1,0.4,0.37,0.1045,355,5.87493073085203
2011-11-05,0,11,14,0,6,1,0.42,0.35,0.1343,386,5.958424693029782
2011-11-05,0,11,15,0,6,1,0.4,0.37,0.194,343,5.840641657373398
2011-11-05,0,11,16,0,6,1,0.4,0.4,0.2239,335,5.817111159963204
2011-11-05,0,11,17,0,6,1,0.38,0.4,0.1642,334,5.814130531825066
2011-11-05,0,11,18,0,6,1,0.36,0.5,0.0896,237,5.472270673671475
2011-11-05,0,11,19,0,6,1,0.34,0.53,0.0,204,5.3230099791384085
2011-11-05,0,11,20,0,6,1,0.32,0.66,0.0,165,5.111987788356544
2011-11-05,0,11,21,0,6,1,0.32,0.66,0.0,118,4.77912349311153
2011-11-05,0,11,22,0,6,1,0.3,0.65,0.0,82,4.418840607796598
2011-11-05,0,11,23,0,6,1,0.28,0.7,0.0,85,4.454347296253507
2011-11-06,0,11,0,0,0,1,0.28,0.75,0.0,75,4.330733340286331
2011-11-06,0,11,1,0,0,1,0.26,0.81,0.0,115,4.7535901911063645
2011-11-06,0,11,2,0,0,1,0.26,0.81,0.0,29,3.4011973816621555
2011-11-06,0,11,3,0,0,1,0.24,0.87,0.0,9,2.302585092994046
2011-11-06,0,11,4,0,0,1,0.24,0.87,0.0,6,1.9459101490553132
2011-11-06,0,11,5,0,0,1,0.24,0.87,0.1343,5,1.791759469228055
2011-11-06,0,11,6,0,0,1,0.26,0.81,0.0896,16,2.833213344056216
2011-11-06,0,11,7,0,0,1,0.26,0.87,0.1045,28,3.367295829986474
2011-11-06,0,11,8,0,0,2,0.28,0.87,0.0896,90,4.51085950651685
2011-11-06,0,11,9,0,0,2,0.3,0.75,0.0896,170,5.14166355650266
2011-11-06,0,11,10,0,0,1,0.36,0.66,0.0896,262,5.572154032177765
2011-11-06,0,11,11,0,0,1,0.42,0.58,0.0896,320,5.771441123130016
2011-11-06,0,11,12,0,0,1,0.44,0.54,0.0,346,5.849324779946859
2011-11-06,0,11,13,0,0,1,0.46,0.51,0.1642,314,5.752572638825633
2011-11-06,0,11,14,0,0,1,0.46,0.55,0.194,320,5.771441123130016
2011-11-06,0,11,15,0,0,1,0.48,0.51,0.194,306,5.726847747587197
2011-11-06,0,11,16,0,0,1,0.46,0.55,0.2239,347,5.8522024797744745
2011-11-06,0,11,17,0,0,1,0.44,0.62,0.1642,256,5.54907608489522
2011-11-06,0,11,18,0,0,1,0.42,0.71,0.1045,185,5.225746673713202
2011-11-06,0,11,19,0,0,1,0.38,0.76,0.194,151,5.0238805208462765
2011-11-06,0,11,20,0,0,1,0.36,0.81,0.1045,116,4.762173934797756
2011-11-06,0,11,21,0,0,1,0.36,0.81,0.0896,88,4.48863636973214
2011-11-06,0,11,22,0,0,1,0.36,0.87,0.0,45,3.828641396489095
2011-11-06,0,11,23,0,0,1,0.34,0.87,0.0896,50,3.9318256327243257
2011-11-07,0,11,0,0,1,1,0.34,0.87,0.0,15,2.772588722239781
2011-11-07,0,11,1,0,1,1,0.34,0.87,0.0,8,2.1972245773362196
2011-11-07,0,11,2,0,1,1,0.32,0.93,0.0,2,1.0986122886681098
2011-11-07,0,11,3,0,1,1,0.32,0.93,0.0,3,1.3862943611198906
2011-11-07,0,11,4,0,1,1,0.32,0.93,0.0,6,1.9459101490553132
2011-11-07,0,11,5,0,1,1,0.3,0.93,0.0,26,3.295836866004329
2011-11-07,0,11,6,0,1,2,0.28,0.93,0.0,99,4.605170185988092
2011-11-07,0,11,7,0,1,2,0.28,0.93,0.0,311,5.7430031878094825
2011-11-07,0,11,8,0,1,2,0.3,1.0,0.0896,410,6.018593214496234
2011-11-07,0,11,9,0,1,2,0.34,1.0,0.1343,174,5.1647859739235145
2011-11-07,0,11,10,0,1,1,0.36,0.93,0.1343,123,4.820281565605037
2011-11-07,0,11,11,0,1,1,0.42,0.77,0.1045,128,4.859812404361672
2011-11-07,0,11,12,0,1,1,0.46,0.67,0.0,179,5.19295685089021
2011-11-07,0,11,13,0,1,1,0.54,0.49,0.0896,189,5.247024072160486
2011-11-07,0,11,14,0,1,1,0.56,0.37,0.1642,145,4.983606621708336
2011-11-07,0,11,15,0,1,1,0.56,0.37,0.1045,170,5.14166355650266
2011-11-07,0,11,16,0,1,1,0.52,0.45,0.0,295,5.69035945432406
2011-11-07,0,11,17,0,1,1,0.5,0.45,0.1642,528,6.270988431858299
2011-11-07,0,11,18,0,1,1,0.46,0.59,0.1045,425,6.054439346269371
2011-11-07,0,11,19,0,1,1,0.46,0.59,0.0,300,5.707110264748875
2011-11-07,0,11,20,0,1,1,0.4,0.71,0.0,204,5.3230099791384085
2011-11-07,0,11,21,0,1,1,0.38,0.82,0.1045,139,4.941642422609304
2011-11-07,0,11,22,0,1,1,0.36,0.81,0.0896,108,4.6913478822291435
2011-11-07,0,11,23,0,1,1,0.36,0.87,0.0896,48,3.8918202981106265
2011-11-09,0,11,0,0,3,1,0.36,0.87,0.0,13,2.6390573296152584
2011-11-09,0,11,1,0,3,1,0.34,0.87,0.0,10,2.3978952727983707
2011-11-09,0,11,2,0,3,1,0.32,0.93,0.0,5,1.791759469228055
2011-11-09,0,11,3,0,3,1,0.32,0.93,0.0,4,1.6094379124341003
2011-11-09,0,11,4,0,3,1,0.32,0.87,0.0,4,1.6094379124341003
2011-11-09,0,11,5,0,3,1,0.3,0.87,0.0,28,3.367295829986474
2011-11-09,0,11,6,0,3,1,0.3,0.87,0.0,98,4.59511985013459
2011-11-09,0,11,7,0,3,1,0.3,0.87,0.0,300,5.707110264748875
2011-11-09,0,11,8,0,3,1,0.32,0.93,0.0,456,6.124683390894205
2011-11-09,0,11,9,0,3,1,0.34,0.93,0.0,219,5.393627546352362
2011-11-09,0,11,10,0,3,1,0.4,0.76,0.1045,105,4.663439094112067
2011-11-09,0,11,11,0,3,1,0.46,0.67,0.1642,152,5.030437921392435
2011-11-09,0,11,12,0,3,1,0.5,0.51,0.1642,180,5.198497031265826
2011-11-09,0,11,13,0,3,1,0.5,0.51,0.1642,167,5.123963979403259
2011-11-09,0,11,14,0,3,1,0.52,0.48,0.1642,179,5.19295685089021
2011-11-09,0,11,15,0,3,1,0.52,0.45,0.2239,151,5.0238805208462765
2011-11-09,0,11,16,0,3,1,0.52,0.48,0.194,281,5.641907070938114
2011-11-09,0,11,17,0,3,1,0.46,0.63,0.1045,485,6.186208623900494
2011-11-09,0,11,18,0,3,1,0.44,0.67,0.1045,408,6.013715156042802
2011-11-09,0,11,19,0,3,1,0.44,0.72,0.1045,304,5.720311776607412
2011-11-09,0,11,20,0,3,1,0.44,0.77,0.0,219,5.393627546352362
2011-11-09,0,11,21,0,3,1,0.4,0.87,0.0,161,5.087596335232384
2011-11-09,0,11,22,0,3,1,0.4,0.87,0.0,114,4.74493212836325
2011-11-09,0,11,23,0,3,1,0.38,0.87,0.0,66,4.204692619390966
2011-11-10,0,11,0,0,4,1,0.4,0.87,0.0,24,3.2188758248682006
2011-11-10,0,11,1,0,4,2,0.4,0.87,0.0,11,2.4849066497880004
2011-11-10,0,11,2,0,4,2,0.38,0.94,0.0,5,1.791759469228055
2011-11-10,0,11,3,0,4,1,0.38,0.94,0.0896,11,2.4849066497880004
2011-11-10,0,11,4,0,4,1,0.38,0.94,0.0896,3,1.3862943611198906
2011-11-10,0,11,5,0,4,2,0.36,1.0,0.1343,23,3.1780538303479458
2011-11-10,0,11,6,0,4,2,0.36,1.0,0.1343,114,4.74493212836325
2011-11-10,0,11,7,0,4,2,0.38,0.94,0.1642,272,5.60947179518496
2011-11-10,0,11,8,0,4,2,0.4,0.94,0.0896,436,6.07993319509559
2011-11-10,0,11,9,0,4,2,0.42,0.94,0.1045,211,5.356586274672012
2011-11-10,0,11,10,0,4,2,0.44,0.88,0.2239,117,4.770684624465665
2011-11-10,0,11,11,0,4,2,0.46,0.67,0.3881,108,4.6913478822291435
2011-11-10,0,11,12,0,4,2,0.42,0.67,0.3582,167,5.123963979403259
2011-11-10,0,11,13,0,4,3,0.36,0.81,0.3582,96,4.574710978503383
2011-11-10,0,11,14,0,4,3,0.36,0.87,0.2836,64,4.174387269895637
2011-11-10,0,11,15,0,4,3,0.36,0.81,0.2985,62,4.143134726391533
2011-11-10,0,11,16,0,4,3,0.36,0.81,0.2239,73,4.30406509320417
2011-11-10,0,11,17,0,4,3,0.36,0.81,0.2239,177,5.181783550292085
2011-11-10,0,11,18,0,4,2,0.36,0.81,0.1642,273,5.6131281063880705
2011-11-10,0,11,19,0,4,2,0.36,0.71,0.2239,211,5.356586274672012
2011-11-10,0,11,20,0,4,2,0.36,0.62,0.2836,168,5.1298987149230735
2011-11-10,0,11,21,0,4,1,0.36,0.57,0.2537,136,4.919980925828125
2011-11-10,0,11,22,0,4,1,0.36,0.53,0.2836,89,4.499809670330265
2011-11-10,0,11,23,0,4,2,0.34,0.57,0.1642,82,4.418840607796598
2011-11-12,0,11,0,0,6,1,0.24,0.6,0.1343,64,4.174387269895637
2011-11-12,0,11,1,0,6,1,0.24,0.6,0.1343,54,4.007333185232471
2011-11-12,0,11,2,0,6,1,0.24,0.65,0.0896,46,3.8501476017100584
2011-11-12,0,11,3,0,6,1,0.24,0.7,0.1343,17,2.8903717578961645
2011-11-12,0,11,4,0,6,1,0.2,0.8,0.1343,7,2.0794415416798357
2011-11-12,0,11,5,0,6,1,0.22,0.75,0.0896,4,1.6094379124341003
2011-11-12,0,11,6,0,6,1,0.22,0.75,0.1642,7,2.0794415416798357
2011-11-12,0,11,7,0,6,1,0.22,0.75,0.194,27,3.332204510175204
2011-11-12,0,11,8,0,6,1,0.26,0.7,0.194,101,4.624972813284271
2011-11-12,0,11,9,0,6,1,0.3,0.61,0.1642,160,5.081404364984463
2011-11-12,0,11,10,0,6,1,0.34,0.61,0.2836,232,5.4510384535657
2011-11-12,0,11,11,0,6,1,0.38,0.54,0.2836,315,5.755742213586912
2011-11-12,0,11,12,0,6,1,0.44,0.44,0.2836,366,5.905361848054571
2011-11-12,0,11,13,0,6,1,0.48,0.36,0.2836,353,5.869296913133774
2011-11-12,0,11,14,0,6,1,0.5,0.36,0.2985,435,6.077642243349034
2011-11-12,0,11,15,0,6,1,0.52,0.29,0.2836,386,5.958424693029782
2011-11-12,0,11,16,0,6,1,0.52,0.32,0.2537,361,5.8916442118257715
2011-11-12,0,11,17,0,6,1,0.5,0.34,0.2537,285,5.655991810819852
2011-11-12,0,11,18,0,6,1,0.42,0.58,0.194,203,5.318119993844216
2011-11-12,0,11,19,0,6,1,0.42,0.5,0.2537,171,5.147494476813453
2011-11-12,0,11,20,0,6,1,0.42,0.5,0.2836,132,4.890349128221754
2011-11-12,0,11,21,0,6,1,0.42,0.47,0.2836,122,4.812184355372417
2011-11-12,0,11,22,0,6,1,0.42,0.47,0.2537,118,4.77912349311153
2011-11-12,0,11,23,0,6,1,0.4,0.58,0.1642,101,4.624972813284271
2011-11-13,0,11,0,0,0,2,0.4,0.58,0.194,73,4.30406509320417
2011-11-13,0,11,1,0,0,2,0.36,0.66,0.194,71,4.276666119016055
2011-11-13,0,11,2,0,0,1,0.36,0.57,0.1045,57,4.060443010546419
2011-11-13,0,11,3,0,0,2,0.36,0.62,0.1343,28,3.367295829986474
2011-11-13,0,11,4,0,0,2,0.36,0.62,0.1343,6,1.9459101490553132
2011-11-13,0,11,5,0,0,1,0.34,0.61,0.1642,5,1.791759469228055
2011-11-13,0,11,6,0,0,1,0.34,0.66,0.1343,23,3.1780538303479458
2011-11-13,0,11,7,0,0,1,0.34,0.66,0.2239,43,3.784189633918261
2011-11-13,0,11,8,0,0,1,0.34,0.66,0.0896,79,4.382026634673881
2011-11-13,0,11,9,0,0,1,0.4,0.54,0.2836,135,4.912654885736052
2011-11-13,0,11,10,0,0,1,0.44,0.44,0.3284,241,5.488937726156687
2011-11-13,0,11,11,0,0,1,0.46,0.4,0.4179,295,5.69035945432406
2011-11-13,0,11,12,0,0,2,0.52,0.29,0.4179,354,5.872117789475416
2011-11-13,0,11,13,0,0,2,0.52,0.29,0.4179,339,5.8289456176102075
2011-11-13,0,11,14,0,0,2,0.54,0.28,0.4925,371,5.918893854273146
2011-11-13,0,11,15,0,0,2,0.5,0.42,0.3284,310,5.739792912179234
2011-11-13,0,11,16,0,0,2,0.54,0.28,0.3881,319,5.768320995793772
2011-11-13,0,11,17,0,0,1,0.52,0.27,0.3284,231,5.44673737166631
2011-11-13,0,11,18,0,0,1,0.52,0.27,0.3284,190,5.25227342804663
2011-11-13,0,11,19,0,0,1,0.5,0.29,0.3582,157,5.062595033026967
2011-11-13,0,11,20,0,0,1,0.5,0.31,0.3582,139,4.941642422609304
2011-11-13,0,11,21,0,0,1,0.48,0.36,0.2537,95,4.564348191467836
2011-11-13,0,11,22,0,0,1,0.48,0.41,0.3881,89,4.499809670330265
2011-11-13,0,11,23,0,0,1,0.46,0.51,0.2985,67,4.219507705176107
2011-11-14,0,11,0,0,1,1,0.46,0.59,0.2836,30,3.4339872044851463
2011-11-14,0,11,1,0,1,1,0.46,0.63,0.2985,11,2.4849066497880004
2011-11-14,0,11,2,0,1,1,0.46,0.63,0.3582,17,2.8903717578961645
2011-11-14,0,11,3,0,1,1,0.44,0.67,0.2836,7,2.0794415416798357
2011-11-14,0,11,4,0,1,1,0.44,0.67,0.2239,5,1.791759469228055
2011-11-14,0,11,5,0,1,2,0.44,0.67,0.2537,19,2.995732273553991
2011-11-14,0,11,6,0,1,2,0.44,0.72,0.2239,114,4.74493212836325
2011-11-14,0,11,7,0,1,1,0.44,0.72,0.2537,322,5.777652323222656
2011-11-14,0,11,8,0,1,2,0.46,0.67,0.194,452,6.115892125483034
2011-11-14,0,11,9,0,1,2,0.48,0.67,0.3284,233,5.455321115357702
2011-11-14,0,11,10,0,1,2,0.5,0.63,0.2836,111,4.718498871295094
2011-11-14,0,11,11,0,1,2,0.54,0.6,0.2836,128,4.859812404361672
2011-11-14,0,11,12,0,1,1,0.56,0.56,0.2985,202,5.313205979041787
2011-11-14,0,11,13,0,1,1,0.6,0.49,0.3881,203,5.318119993844216
2011-11-14,0,11,14,0,1,1,0.62,0.46,0.4478,185,5.225746673713202
2011-11-14,0,11,15,0,1,1,0.64,0.44,0.3284,195,5.278114659230517
2011-11-14,0,11,16,0,1,1,0.62,0.46,0.4179,315,5.755742213586912
2011-11-14,0,11,17,0,1,1,0.62,0.46,0.2537,519,6.253828811575473
2011-11-14,0,11,18,0,1,1,0.56,0.56,0.2836,489,6.194405391104672
2011-11-14,0,11,19,0,1,1,0.6,0.53,0.2985,302,5.713732805509369
2011-11-14,0,11,20,0,1,1,0.6,0.53,0.3582,240,5.484796933490655
2011-11-14,0,11,21,0,1,1,0.6,0.53,0.3582,213,5.365976015021851
2011-11-14,0,11,22,0,1,1,0.58,0.56,0.3582,113,4.736198448394496
2011-11-14,0,11,23,0,1,1,0.56,0.64,0.2985,61,4.127134385045092
2011-11-15,0,11,0,0,2,1,0.56,0.64,0.3582,22,3.1354942159291497
2011-11-15,0,11,1,0,2,1,0.56,0.6,0.2985,10,2.3978952727983707
2011-11-15,0,11,2,0,2,1,0.56,0.64,0.2537,15,2.772588722239781
2011-11-15,0,11,3,0,2,2,0.54,0.68,0.3284,4,1.6094379124341003
2011-11-15,0,11,4,0,2,1,0.56,0.64,0.2985,7,2.0794415416798357
2011-11-15,0,11,5,0,2,1,0.54,0.68,0.2836,28,3.367295829986474
2011-11-15,0,11,6,0,2,2,0.56,0.64,0.0896,108,4.6913478822291435
2011-11-15,0,11,7,0,2,2,0.54,0.68,0.1642,319,5.768320995793772
2011-11-15,0,11,8,0,2,2,0.54,0.68,0.1045,480,6.175867270105761
2011-11-15,0,11,9,0,2,2,0.56,0.64,0.0896,200,5.303304908059076
2011-11-15,0,11,10,0,2,2,0.56,0.64,0.2836,138,4.9344739331306915
2011-11-15,0,11,11,0,2,2,0.56,0.64,0.194,134,4.90527477843843
2011-11-15,0,11,12,0,2,2,0.54,0.68,0.0,176,5.176149732573829
2011-11-15,0,11,13,0,2,3,0.54,0.6,0.2239,153,5.0369526024136295
2011-11-15,0,11,14,0,2,2,0.54,0.6,0.2836,147,4.997212273764115
2011-11-15,0,11,15,0,2,2,0.54,0.6,0.1343,191,5.2574953720277815
2011-11-15,0,11,16,0,2,2,0.52,0.68,0.1343,271,5.605802066295998
2011-11-15,0,11,17,0,2,2,0.5,0.72,0.194,451,6.113682179832232
2011-11-15,0,11,18,0,2,2,0.5,0.72,0.2836,441,6.091309882077698
2011-11-15,0,11,19,0,2,2,0.5,0.72,0.3582,286,5.659482215759621
2011-11-15,0,11,20,0,2,2,0.48,0.82,0.1343,238,5.476463551931511
2011-11-15,0,11,21,0,2,2,0.5,0.77,0.0896,168,5.1298987149230735
2011-11-15,0,11,22,0,2,2,0.46,0.88,0.1045,128,4.859812404361672
2011-11-15,0,11,23,0,2,2,0.46,0.94,0.1045,80,4.394449154672439
2011-11-17,0,11,0,0,4,2,0.42,0.88,0.2537,24,3.2188758248682006
2011-11-17,0,11,1,0,4,2,0.42,0.82,0.1642,5,1.791759469228055
2011-11-17,0,11,2,0,4,2,0.42,0.82,0.2239,5,1.791759469228055
2011-11-17,0,11,3,0,4,2,0.42,0.77,0.3284,3,1.3862943611198906
2011-11-17,0,11,4,0,4,2,0.4,0.62,0.4179,4,1.6094379124341003
2011-11-17,0,11,5,0,4,3,0.34,0.71,0.3284,22,3.1354942159291497
2011-11-17,0,11,6,0,4,3,0.36,0.57,0.2239,75,4.330733340286331
2011-11-17,0,11,7,0,4,3,0.34,0.61,0.2836,168,5.1298987149230735
2011-11-17,0,11,8,0,4,3,0.34,0.61,0.2985,355,5.87493073085203
2011-11-17,0,11,9,0,4,2,0.34,0.61,0.3284,198,5.293304824724492
2011-11-17,0,11,10,0,4,2,0.34,0.61,0.3284,81,4.406719247264253
2011-11-17,0,11,11,0,4,3,0.32,0.66,0.3284,97,4.584967478670572
2011-11-17,0,11,12,0,4,2,0.34,0.53,0.2985,121,4.804021044733257
2011-11-17,0,11,13,0,4,2,0.34,0.49,0.4478,124,4.8283137373023015
2011-11-17,0,11,14,0,4,2,0.34,0.49,0.3881,110,4.709530201312334
2011-11-17,0,11,15,0,4,2,0.34,0.49,0.4478,116,4.762173934797756
2011-11-17,0,11,16,0,4,1,0.32,0.39,0.4179,195,5.278114659230517
2011-11-17,0,11,17,0,4,1,0.32,0.42,0.3881,399,5.991464547107982
2011-11-17,0,11,18,0,4,1,0.32,0.39,0.194,307,5.730099782973574
2011-11-17,0,11,19,0,4,1,0.3,0.45,0.2239,217,5.384495062789089
2011-11-17,0,11,20,0,4,1,0.3,0.42,0.2836,169,5.135798437050262
2011-11-17,0,11,21,0,4,1,0.3,0.42,0.2537,116,4.762173934797756
2011-11-17,0,11,22,0,4,1,0.26,0.52,0.2537,84,4.442651256490317
